,pmd:TSO,pmd:cgmesProfile,pmd:content-reference,pmd:contentType,pmd:conversationId,pmd:creationDate,pmd:description,pmd:fileName,pmd:fullModel_ID,pmd:isFullModel,pmd:modelPartReference,pmd:modelProfile,pmd:modelid,pmd:modelingAuthoritySet,pmd:scenarioDate,pmd:timeHorizon,pmd:validFrom,pmd:version,pmd:versionNumber
0,REN,SV,CGMES/2D/REN/20181121/113000/SV/20181121T1130Z_2D_REN_SV_001.xml,CGMES,-1012560324,2018-11-19T10:58:50.5989427Z,SV Model,20181121T1130Z_2D_REN_SV_001.xml,122ed3e2-ebea-11e8-80e6-00155d38aa10,true,REN,http://entsoe.eu/CIM/StateVariables/4/1,122ed3e2-ebea-11e8-80e6-00155d38aa10,http://www.ren.pt/,2018-11-21T11:30:00.0000000Z,2D,20181121T1130Z,1,001
0,TTG,SV,CGMES/2D/TTG/20181121/233000/SV/20181121T2330Z_2D_TTG_SV_000.xml,CGMES,-1231788765,2018-11-20T15:08:09Z,CGMES data export model,20181121T2330Z_2D_TTG_SV_000.xml,6cdad0a8-8096-e661-9415-d8a82b45383d,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,6cdad0a8-8096-e661-9415-d8a82b45383d,http://www.tennet.eu/DE/OperationalPlanning,2018-11-21T23:30:00Z,2D,20181121T2330Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181121/233000/SV/20181121T2330Z_2D_ELERING_SV_001.xml,CGMES,-418609917,2018-11-20T18:34:35Z,ELERING AP--Base-Network,20181121T2330Z_2D_ELERING_SV_001.xml,14b032d7-8a4b-4287-b0dc-4f714b7b0453,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,14b032d7-8a4b-4287-b0dc-4f714b7b0453,http://www.elering.ee/OperationalPlanning,2018-11-21T23:30:00Z,2D,20181121T2330Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181122/03000/SV/20181122T0030Z_2D_ELERING_SV_001.xml,CGMES,-1480474809,2018-11-20T18:35:30Z,ELERING AP--Base-Network,20181122T0030Z_2D_ELERING_SV_001.xml,5f879cd2-b93b-4ba7-b5c5-003222d324c4,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,5f879cd2-b93b-4ba7-b5c5-003222d324c4,http://www.elering.ee/OperationalPlanning,2018-11-22T00:30:00Z,2D,20181122T0030Z,001,001
1,TTG,SV,CGMES/2D/TTG/20181122/03000/SV/20181122T0030Z_2D_TTG_SV_000.xml,CGMES,1826506350,2018-11-20T15:08:53Z,CGMES data export model,20181122T0030Z_2D_TTG_SV_000.xml,4d6ea02c-637f-e1a8-85c9-c2082c34d027,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,4d6ea02c-637f-e1a8-85c9-c2082c34d027,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T00:30:00Z,2D,20181122T0030Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/13000/SV/20181122T0130Z_2D_TTG_SV_000.xml,CGMES,-592308566,2018-11-20T15:09:36Z,CGMES data export model,20181122T0130Z_2D_TTG_SV_000.xml,fc45910f-1e9e-67c0-f681-f94948b53625,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,fc45910f-1e9e-67c0-f681-f94948b53625,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T01:30:00Z,2D,20181122T0130Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181122/13000/SV/20181122T0130Z_2D_ELERING_SV_001.xml,CGMES,279931019,2018-11-20T18:36:21Z,ELERING AP--Base-Network,20181122T0130Z_2D_ELERING_SV_001.xml,82c6517e-7817-41c2-992e-7e7876d60e04,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,82c6517e-7817-41c2-992e-7e7876d60e04,http://www.elering.ee/OperationalPlanning,2018-11-22T01:30:00Z,2D,20181122T0130Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181122/23000/SV/20181122T0230Z_2D_ELERING_SV_001.xml,CGMES,1834051069,2018-11-20T18:37:15Z,ELERING AP--Base-Network,20181122T0230Z_2D_ELERING_SV_001.xml,456ee89d-32d0-4f07-a6d9-47bc785cd50a,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,456ee89d-32d0-4f07-a6d9-47bc785cd50a,http://www.elering.ee/OperationalPlanning,2018-11-22T02:30:00Z,2D,20181122T0230Z,001,001
1,TTG,SV,CGMES/2D/TTG/20181122/23000/SV/20181122T0230Z_2D_TTG_SV_000.xml,CGMES,974150064,2018-11-20T15:10:20Z,CGMES data export model,20181122T0230Z_2D_TTG_SV_000.xml,507912ed-4e2c-ec8b-b1cf-f6eb2e6ecae4,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,507912ed-4e2c-ec8b-b1cf-f6eb2e6ecae4,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T02:30:00Z,2D,20181122T0230Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/33000/SV/20181122T0330Z_2D_TTG_SV_000.xml,CGMES,1018088124,2018-11-20T15:11:04Z,CGMES data export model,20181122T0330Z_2D_TTG_SV_000.xml,5acd41d5-4f4c-e10f-922e-f86c35f51434,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,5acd41d5-4f4c-e10f-922e-f86c35f51434,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T03:30:00Z,2D,20181122T0330Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181122/33000/SV/20181122T0330Z_2D_ELERING_SV_001.xml,CGMES,-1147255829,2018-11-20T18:38:08Z,ELERING AP--Base-Network,20181122T0330Z_2D_ELERING_SV_001.xml,fb24f504-de53-466c-9403-d3e4a61a6897,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,fb24f504-de53-466c-9403-d3e4a61a6897,http://www.elering.ee/OperationalPlanning,2018-11-22T03:30:00Z,2D,20181122T0330Z,001,001
0,TTG,SV,CGMES/2D/TTG/20181122/43000/SV/20181122T0430Z_2D_TTG_SV_000.xml,CGMES,-2010830460,2018-11-20T15:11:48Z,CGMES data export model,20181122T0430Z_2D_TTG_SV_000.xml,7c83178e-045d-c987-d48c-f547abe24519,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,7c83178e-045d-c987-d48c-f547abe24519,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T04:30:00Z,2D,20181122T0430Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181122/43000/SV/20181122T0430Z_2D_ELERING_SV_001.xml,CGMES,-1223727062,2018-11-20T18:38:58Z,ELERING AP--Base-Network,20181122T0430Z_2D_ELERING_SV_001.xml,02692d94-cba3-4a24-a248-e8677d59e681,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,02692d94-cba3-4a24-a248-e8677d59e681,http://www.elering.ee/OperationalPlanning,2018-11-22T04:30:00Z,2D,20181122T0430Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181122/53000/SV/20181122T0530Z_2D_ELERING_SV_001.xml,CGMES,-1915278067,2018-11-20T18:39:49Z,ELERING AP--Base-Network,20181122T0530Z_2D_ELERING_SV_001.xml,1d76cb97-fff0-43e5-ad96-dad23987438c,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,1d76cb97-fff0-43e5-ad96-dad23987438c,http://www.elering.ee/OperationalPlanning,2018-11-22T05:30:00Z,2D,20181122T0530Z,001,001
0,TTG,SV,CGMES/2D/TTG/20181122/63000/SV/20181122T0630Z_2D_TTG_SV_000.xml,CGMES,1171134519,2018-11-20T15:13:16Z,CGMES data export model,20181122T0630Z_2D_TTG_SV_000.xml,8dcc2d18-d1d1-cd46-d3c7-eaae15db62c5,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,8dcc2d18-d1d1-cd46-d3c7-eaae15db62c5,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T06:30:00Z,2D,20181122T0630Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181122/63000/SV/20181122T0630Z_2D_ELERING_SV_001.xml,CGMES,2146410147,2018-11-20T18:40:43Z,ELERING AP--Base-Network,20181122T0630Z_2D_ELERING_SV_001.xml,3af9bafd-385d-4d39-a887-d9572a2e1aba,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,3af9bafd-385d-4d39-a887-d9572a2e1aba,http://www.elering.ee/OperationalPlanning,2018-11-22T06:30:00Z,2D,20181122T0630Z,001,001
0,TTG,SV,CGMES/2D/TTG/20181122/73000/SV/20181122T0730Z_2D_TTG_SV_000.xml,CGMES,1070185922,2018-11-20T15:14:00Z,CGMES data export model,20181122T0730Z_2D_TTG_SV_000.xml,f0a5cd26-80a9-e56a-cdf2-840ed078b8f2,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,f0a5cd26-80a9-e56a-cdf2-840ed078b8f2,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T07:30:00Z,2D,20181122T0730Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181122/73000/SV/20181122T0730Z_2D_ELERING_SV_001.xml,CGMES,1107747578,2018-11-20T18:41:36Z,ELERING AP--Base-Network,20181122T0730Z_2D_ELERING_SV_001.xml,ee59b450-5a0c-482e-91da-ba74a650aefd,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,ee59b450-5a0c-482e-91da-ba74a650aefd,http://www.elering.ee/OperationalPlanning,2018-11-22T07:30:00Z,2D,20181122T0730Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181122/83000/SV/20181122T0830Z_2D_ELERING_SV_001.xml,CGMES,-702065817,2018-11-20T18:42:27Z,ELERING AP--Base-Network,20181122T0830Z_2D_ELERING_SV_001.xml,de6f1c58-8049-4182-af00-6fcdacc36976,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,de6f1c58-8049-4182-af00-6fcdacc36976,http://www.elering.ee/OperationalPlanning,2018-11-22T08:30:00Z,2D,20181122T0830Z,001,001
1,TTG,SV,CGMES/2D/TTG/20181122/83000/SV/20181122T0830Z_2D_TTG_SV_000.xml,CGMES,-1842526266,2018-11-20T15:14:44Z,CGMES data export model,20181122T0830Z_2D_TTG_SV_000.xml,9b5b415e-ceec-6c70-ee92-a8254299eb4e,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,9b5b415e-ceec-6c70-ee92-a8254299eb4e,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T08:30:00Z,2D,20181122T0830Z,0,000
0,ELERING,SV,CGMES/2D/ELERING/20181122/93000/SV/20181122T0930Z_2D_ELERING_SV_001.xml,CGMES,-1477333266,2018-11-20T18:43:18Z,ELERING AP--Base-Network,20181122T0930Z_2D_ELERING_SV_001.xml,94c0d7e5-8954-4df4-ab88-7897989bcfba,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,94c0d7e5-8954-4df4-ab88-7897989bcfba,http://www.elering.ee/OperationalPlanning,2018-11-22T09:30:00Z,2D,20181122T0930Z,001,001
1,TTG,SV,CGMES/2D/TTG/20181122/93000/SV/20181122T0930Z_2D_TTG_SV_000.xml,CGMES,-1393623831,2018-11-20T15:15:29Z,CGMES data export model,20181122T0930Z_2D_TTG_SV_000.xml,552ea4b7-dfd4-632f-e432-f41602cf774d,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,552ea4b7-dfd4-632f-e432-f41602cf774d,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T09:30:00Z,2D,20181122T0930Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/103000/SV/20181122T1030Z_2D_TTG_SV_000.xml,CGMES,1689468044,2018-11-20T15:16:13Z,CGMES data export model,20181122T1030Z_2D_TTG_SV_000.xml,d6fbdad7-bfd2-cf06-f7e4-bf4c4befb2a9,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,d6fbdad7-bfd2-cf06-f7e4-bf4c4befb2a9,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T10:30:00Z,2D,20181122T1030Z,0,000
1,ELERING,SV,CGMES/2D/ELERING/20181122/103000/SV/20181122T1030Z_2D_ELERING_SV_001.xml,CGMES,-441842354,2018-11-20T18:44:12Z,ELERING AP--Base-Network,20181122T1030Z_2D_ELERING_SV_001.xml,d52fd6f0-7df4-4613-8b52-2d17df5d9b94,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,d52fd6f0-7df4-4613-8b52-2d17df5d9b94,http://www.elering.ee/OperationalPlanning,2018-11-22T10:30:00Z,2D,20181122T1030Z,001,001
0,TTG,SV,CGMES/2D/TTG/20181122/113000/SV/20181122T1130Z_2D_TTG_SV_000.xml,CGMES,2095323623,2018-11-20T15:16:57Z,CGMES data export model,20181122T1130Z_2D_TTG_SV_000.xml,9508d2e3-dc29-644f-addf-ff4f3baa47d7,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,9508d2e3-dc29-644f-addf-ff4f3baa47d7,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T11:30:00Z,2D,20181122T1130Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/123000/SV/20181122T1230Z_2D_TTG_SV_000.xml,CGMES,-306968953,2018-11-20T15:17:41Z,CGMES data export model,20181122T1230Z_2D_TTG_SV_000.xml,6a520f3e-8de8-40b1-83e1-8444025543ef,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,6a520f3e-8de8-40b1-83e1-8444025543ef,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T12:30:00Z,2D,20181122T1230Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/133000/SV/20181122T1330Z_2D_TTG_SV_000.xml,CGMES,420828979,2018-11-20T15:18:26Z,CGMES data export model,20181122T1330Z_2D_TTG_SV_000.xml,7542a794-44ec-ea82-e69f-fd766a88a3e7,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,7542a794-44ec-ea82-e69f-fd766a88a3e7,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T13:30:00Z,2D,20181122T1330Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/143000/SV/20181122T1430Z_2D_TTG_SV_000.xml,CGMES,-155514414,2018-11-20T15:19:10Z,CGMES data export model,20181122T1430Z_2D_TTG_SV_000.xml,8474e9b9-f8dc-69cc-d514-e9604adcf9f7,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,8474e9b9-f8dc-69cc-d514-e9604adcf9f7,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T14:30:00Z,2D,20181122T1430Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/153000/SV/20181122T1530Z_2D_TTG_SV_000.xml,CGMES,-130319070,2018-11-20T15:19:54Z,CGMES data export model,20181122T1530Z_2D_TTG_SV_000.xml,81c3cb8a-76a4-4aa8-febe-91696cfde22c,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,81c3cb8a-76a4-4aa8-febe-91696cfde22c,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T15:30:00Z,2D,20181122T1530Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/163000/SV/20181122T1630Z_2D_TTG_SV_000.xml,CGMES,1107943569,2018-11-20T15:20:38Z,CGMES data export model,20181122T1630Z_2D_TTG_SV_000.xml,c7315316-22dc-e218-e6fb-96f7b8f1ef21,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,c7315316-22dc-e218-e6fb-96f7b8f1ef21,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T16:30:00Z,2D,20181122T1630Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/173000/SV/20181122T1730Z_2D_TTG_SV_000.xml,CGMES,-752924008,2018-11-20T15:21:23Z,CGMES data export model,20181122T1730Z_2D_TTG_SV_000.xml,4989275c-7316-620d-8eb9-f3c0b793cf68,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,4989275c-7316-620d-8eb9-f3c0b793cf68,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T17:30:00Z,2D,20181122T1730Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/183000/SV/20181122T1830Z_2D_TTG_SV_000.xml,CGMES,459165628,2018-11-20T15:22:07Z,CGMES data export model,20181122T1830Z_2D_TTG_SV_000.xml,41a8f797-ce01-c002-be6b-c5742dd047e3,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,41a8f797-ce01-c002-be6b-c5742dd047e3,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T18:30:00Z,2D,20181122T1830Z,0,000
0,TTG,SV,CGMES/2D/TTG/20181122/193000/SV/20181122T1930Z_2D_TTG_SV_000.xml,CGMES,314201259,2018-11-20T15:22:51Z,CGMES data export model,20181122T1930Z_2D_TTG_SV_000.xml,1082ee56-660f-67a6-f5c8-c1a1767cea48,true,TTG,http://entsoe.eu/CIM/StateVariables/4/1,1082ee56-660f-67a6-f5c8-c1a1767cea48,http://www.tennet.eu/DE/OperationalPlanning,2018-11-22T19:30:00Z,2D,20181122T1930Z,0,000
0,ELERING,SV,CGMES/2D/ELERING/20181122/233000/SV/20181122T2330Z_2D_ELERING_SV_001.xml,CGMES,929772120,2018-11-21T18:33:27Z,ELERING AP--Base-Network,20181122T2330Z_2D_ELERING_SV_001.xml,5adbc374-423b-4b0b-946f-283f73050927,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,5adbc374-423b-4b0b-946f-283f73050927,http://www.elering.ee/OperationalPlanning,2018-11-22T23:30:00Z,2D,20181122T2330Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/03000/SV/20181123T0030Z_2D_ELERING_SV_001.xml,CGMES,399341843,2018-11-21T18:34:20Z,ELERING AP--Base-Network,20181123T0030Z_2D_ELERING_SV_001.xml,18537d37-615e-4031-86f4-e0ec1ef561b9,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,18537d37-615e-4031-86f4-e0ec1ef561b9,http://www.elering.ee/OperationalPlanning,2018-11-23T00:30:00Z,2D,20181123T0030Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/13000/SV/20181123T0130Z_2D_ELERING_SV_001.xml,CGMES,1808493808,2018-11-21T18:35:15Z,ELERING AP--Base-Network,20181123T0130Z_2D_ELERING_SV_001.xml,2726e698-588e-47bb-b834-93a4c2b61cc5,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,2726e698-588e-47bb-b834-93a4c2b61cc5,http://www.elering.ee/OperationalPlanning,2018-11-23T01:30:00Z,2D,20181123T0130Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/23000/SV/20181123T0230Z_2D_ELERING_SV_001.xml,CGMES,202103476,2018-11-21T18:36:06Z,ELERING AP--Base-Network,20181123T0230Z_2D_ELERING_SV_001.xml,4a73b9ad-9d0c-4521-befa-448d5fd7d35f,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,4a73b9ad-9d0c-4521-befa-448d5fd7d35f,http://www.elering.ee/OperationalPlanning,2018-11-23T02:30:00Z,2D,20181123T0230Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/33000/SV/20181123T0330Z_2D_ELERING_SV_001.xml,CGMES,412299440,2018-11-21T18:36:59Z,ELERING AP--Base-Network,20181123T0330Z_2D_ELERING_SV_001.xml,1db00d7d-f8ce-43fe-9d2c-acfe541662e0,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,1db00d7d-f8ce-43fe-9d2c-acfe541662e0,http://www.elering.ee/OperationalPlanning,2018-11-23T03:30:00Z,2D,20181123T0330Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/43000/SV/20181123T0430Z_2D_ELERING_SV_001.xml,CGMES,-1037878553,2018-11-21T18:37:51Z,ELERING AP--Base-Network,20181123T0430Z_2D_ELERING_SV_001.xml,1dbd4e60-4328-42f3-8d06-0bbd8d4c97db,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,1dbd4e60-4328-42f3-8d06-0bbd8d4c97db,http://www.elering.ee/OperationalPlanning,2018-11-23T04:30:00Z,2D,20181123T0430Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/53000/SV/20181123T0530Z_2D_ELERING_SV_001.xml,CGMES,-1820913802,2018-11-21T18:38:45Z,ELERING AP--Base-Network,20181123T0530Z_2D_ELERING_SV_001.xml,fbaf593a-7d0f-4bc5-a13e-04aea9d9dbda,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,fbaf593a-7d0f-4bc5-a13e-04aea9d9dbda,http://www.elering.ee/OperationalPlanning,2018-11-23T05:30:00Z,2D,20181123T0530Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/63000/SV/20181123T0630Z_2D_ELERING_SV_001.xml,CGMES,-765989045,2018-11-21T18:39:36Z,ELERING AP--Base-Network,20181123T0630Z_2D_ELERING_SV_001.xml,dd64cd6d-3496-43d5-9f04-9da74dfe8e08,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,dd64cd6d-3496-43d5-9f04-9da74dfe8e08,http://www.elering.ee/OperationalPlanning,2018-11-23T06:30:00Z,2D,20181123T0630Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/73000/SV/20181123T0730Z_2D_ELERING_SV_001.xml,CGMES,-1491391335,2018-11-21T18:40:33Z,ELERING AP--Base-Network,20181123T0730Z_2D_ELERING_SV_001.xml,1c743860-8a07-4a99-b234-5cd1bb1596ae,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,1c743860-8a07-4a99-b234-5cd1bb1596ae,http://www.elering.ee/OperationalPlanning,2018-11-23T07:30:00Z,2D,20181123T0730Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/83000/SV/20181123T0830Z_2D_ELERING_SV_001.xml,CGMES,-1347789187,2018-11-21T18:41:24Z,ELERING AP--Base-Network,20181123T0830Z_2D_ELERING_SV_001.xml,37c7b32f-c488-4024-87b1-60f5488f3ac2,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,37c7b32f-c488-4024-87b1-60f5488f3ac2,http://www.elering.ee/OperationalPlanning,2018-11-23T08:30:00Z,2D,20181123T0830Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/93000/SV/20181123T0930Z_2D_ELERING_SV_001.xml,CGMES,1568362529,2018-11-21T18:42:15Z,ELERING AP--Base-Network,20181123T0930Z_2D_ELERING_SV_001.xml,7b039f5e-f893-4dc1-b707-282a970acaff,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,7b039f5e-f893-4dc1-b707-282a970acaff,http://www.elering.ee/OperationalPlanning,2018-11-23T09:30:00Z,2D,20181123T0930Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/103000/SV/20181123T1030Z_2D_ELERING_SV_001.xml,CGMES,-781767874,2018-11-21T18:43:06Z,ELERING AP--Base-Network,20181123T1030Z_2D_ELERING_SV_001.xml,6692d3c2-17b5-4b9c-b96d-ae53f419d9c3,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,6692d3c2-17b5-4b9c-b96d-ae53f419d9c3,http://www.elering.ee/OperationalPlanning,2018-11-23T10:30:00Z,2D,20181123T1030Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/113000/SV/20181123T1130Z_2D_ELERING_SV_001.xml,CGMES,269151956,2018-11-21T18:43:57Z,ELERING AP--Base-Network,20181123T1130Z_2D_ELERING_SV_001.xml,41b3be6a-28b0-4107-9901-8d7f1c22ff8d,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,41b3be6a-28b0-4107-9901-8d7f1c22ff8d,http://www.elering.ee/OperationalPlanning,2018-11-23T11:30:00Z,2D,20181123T1130Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/123000/SV/20181123T1230Z_2D_ELERING_SV_001.xml,CGMES,1351224970,2018-11-21T18:44:50Z,ELERING AP--Base-Network,20181123T1230Z_2D_ELERING_SV_001.xml,a6e1ee12-7a96-4e1a-a0fe-46c3786e8e74,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,a6e1ee12-7a96-4e1a-a0fe-46c3786e8e74,http://www.elering.ee/OperationalPlanning,2018-11-23T12:30:00Z,2D,20181123T1230Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181123/233000/SV/20181123T2330Z_2D_ELERING_SV_001.xml,CGMES,-1058348915,2018-11-22T18:31:35Z,ELERING AP--Base-Network,20181123T2330Z_2D_ELERING_SV_001.xml,51d32ad3-5049-4989-92a8-9eb4caf2f172,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,51d32ad3-5049-4989-92a8-9eb4caf2f172,http://www.elering.ee/OperationalPlanning,2018-11-23T23:30:00Z,2D,20181123T2330Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181124/03000/SV/20181124T0030Z_2D_ELERING_SV_001.xml,CGMES,338290856,2018-11-22T18:32:24Z,ELERING AP--Base-Network,20181124T0030Z_2D_ELERING_SV_001.xml,3a642eb8-3c1f-4877-b6d7-bcb539230e43,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,3a642eb8-3c1f-4877-b6d7-bcb539230e43,http://www.elering.ee/OperationalPlanning,2018-11-24T00:30:00Z,2D,20181124T0030Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181124/13000/SV/20181124T0130Z_2D_ELERING_SV_001.xml,CGMES,945860581,2018-11-22T18:33:10Z,ELERING AP--Base-Network,20181124T0130Z_2D_ELERING_SV_001.xml,3695f98a-c306-4019-9fbe-93f887255c06,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,3695f98a-c306-4019-9fbe-93f887255c06,http://www.elering.ee/OperationalPlanning,2018-11-24T01:30:00Z,2D,20181124T0130Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181124/23000/SV/20181124T0230Z_2D_ELERING_SV_001.xml,CGMES,2027105028,2018-11-22T18:33:59Z,ELERING AP--Base-Network,20181124T0230Z_2D_ELERING_SV_001.xml,838794b1-4303-44ee-89a7-8047e31ce304,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,838794b1-4303-44ee-89a7-8047e31ce304,http://www.elering.ee/OperationalPlanning,2018-11-24T02:30:00Z,2D,20181124T0230Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181124/33000/SV/20181124T0330Z_2D_ELERING_SV_001.xml,CGMES,-508924624,2018-11-22T18:34:49Z,ELERING AP--Base-Network,20181124T0330Z_2D_ELERING_SV_001.xml,39aa71f3-69f5-4c52-927e-b297db90cdd2,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,39aa71f3-69f5-4c52-927e-b297db90cdd2,http://www.elering.ee/OperationalPlanning,2018-11-24T03:30:00Z,2D,20181124T0330Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181124/43000/SV/20181124T0430Z_2D_ELERING_SV_001.xml,CGMES,1622236094,2018-11-22T18:35:38Z,ELERING AP--Base-Network,20181124T0430Z_2D_ELERING_SV_001.xml,81ebdb2a-4582-41f0-aabc-92b92405521c,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,81ebdb2a-4582-41f0-aabc-92b92405521c,http://www.elering.ee/OperationalPlanning,2018-11-24T04:30:00Z,2D,20181124T0430Z,001,001
0,ELERING,SV,CGMES/2D/ELERING/20181124/53000/SV/20181124T0530Z_2D_ELERING_SV_001.xml,CGMES,-254225625,2018-11-22T18:36:26Z,ELERING AP--Base-Network,20181124T0530Z_2D_ELERING_SV_001.xml,c804fd6d-651f-4b34-b0c4-4fd0d1baa444,true,ELERING,http://entsoe.eu/CIM/StateVariables/4/1,c804fd6d-651f-4b34-b0c4-4fd0d1baa444,http://www.elering.ee/OperationalPlanning,2018-11-24T05:30:00Z,2D,20181124T0530Z,001,001
