query_id;time_horizon;sceanrio_time;profile;query_duration;query_start;query_end;query_status
nan;2D;2018-11-03 01:30:00+01:00;SV;4,0;2018-12-07 15:20:33.056461;2018-12-07 15:20:37.134663;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f04d327f-22bd-4eda-b526-d16db7c3ff3a
nan;2D;2018-11-03 02:30:00+01:00;SV;3,0;2018-12-07 15:20:37.150226;2018-12-07 15:20:40.243990;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: de09523e-0ffb-448c-9b58-127e0c118235
nan;2D;2018-11-03 03:30:00+01:00;SV;3,0;2018-12-07 15:20:40.259623;2018-12-07 15:20:43.337772;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2b26fb21-e6c0-4853-8520-946a8d8e31c5
nan;2D;2018-11-03 04:30:00+01:00;SV;3,0;2018-12-07 15:20:43.337772;2018-12-07 15:20:46.400320;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a5e2e2b7-cac1-4017-818b-a04c0e62d74d
nan;2D;2018-11-03 05:30:00+01:00;SV;4,0;2018-12-07 15:20:46.415915;2018-12-07 15:20:50.509712;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 82260d84-b55d-4e17-98d4-910ff4d9bb0c
nan;2D;2018-11-03 06:30:00+01:00;SV;3,0;2018-12-07 15:20:50.509712;2018-12-07 15:20:53.619104;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 18af54ed-d8a1-4be1-a5d5-e4b6b6b73ee6
nan;2D;2018-11-03 07:30:00+01:00;SV;4,0;2018-12-07 15:20:53.619104;2018-12-07 15:20:57.744157;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3dfbba18-9a56-4431-85d5-c3905755d396
nan;2D;2018-11-03 08:30:00+01:00;SV;3,0;2018-12-07 15:20:57.759764;2018-12-07 15:21:00.837946;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2cf9f19d-a294-4901-a933-702bde91116b
nan;2D;2018-11-05 01:30:00+01:00;SV;2,0;2018-12-07 15:23:06.387053;2018-12-07 15:23:08.480822;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f307f9aa-21da-4267-8b1e-4718e11046ca
nan;2D;2018-11-05 02:30:00+01:00;SV;2,0;2018-12-07 15:23:08.496421;2018-12-07 15:23:10.605793;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f7f4b600-cee8-499a-8e2e-3fea2e8e5c70
nan;2D;2018-11-05 03:30:00+01:00;SV;2,0;2018-12-07 15:23:10.605793;2018-12-07 15:23:12.777682;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1cb0b284-cd05-4c86-93e1-03a2c1f85d94
nan;2D;2018-11-05 04:30:00+01:00;SV;2,0;2018-12-07 15:23:12.793296;2018-12-07 15:23:14.918353;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 02e7d61c-11af-4874-ba68-1c72dcbbf1ae
nan;2D;2018-11-05 05:30:00+01:00;SV;3,0;2018-12-07 15:23:14.949580;2018-12-07 15:23:17.027688;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 73ed33fd-8d55-4f66-96c0-9d2a5d0be696
nan;2D;2018-11-05 06:30:00+01:00;SV;2,0;2018-12-07 15:23:17.043310;2018-12-07 15:23:19.137052;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5f126f28-751f-4d1c-b27c-5efa3dc6893e
nan;2D;2018-11-05 07:30:00+01:00;SV;2,0;2018-12-07 15:23:19.137052;2018-12-07 15:23:21.262107;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 08fd7f1e-7792-4edb-bef7-8c440262f4e9
nan;2D;2018-11-05 08:30:00+01:00;SV;2,0;2018-12-07 15:23:21.277676;2018-12-07 15:23:23.402681;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1379995c-4eec-4570-89f8-74a4115db3ab
nan;2D;2018-11-05 09:30:00+01:00;SV;3,0;2018-12-07 15:23:23.402681;2018-12-07 15:23:26.480833;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3b9cae3d-75e6-4a4e-984e-7ce24ef1acd7
nan;2D;2018-11-05 10:30:00+01:00;SV;2,0;2018-12-07 15:23:26.480833;2018-12-07 15:23:28.558945;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cc8ff43f-cc24-4571-bcc6-5b02add489e3
nan;2D;2018-11-05 11:30:00+01:00;SV;2,0;2018-12-07 15:23:28.574558;2018-12-07 15:23:30.637072;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 50cd4b0a-6c86-476e-87c2-ebf41b84b58e
nan;2D;2018-11-05 12:30:00+01:00;SV;3,0;2018-12-07 15:23:30.652701;2018-12-07 15:23:33.762089;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9d2c4b3b-b71b-41bd-b37e-82a053364625
nan;2D;2018-11-05 13:30:00+01:00;SV;4,0;2018-12-07 15:23:33.777713;2018-12-07 15:23:37.902707;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 963cb577-12a0-480f-8fd0-886b6821fd82
nan;2D;2018-11-05 14:30:00+01:00;SV;2,0;2018-12-07 15:23:37.902707;2018-12-07 15:23:39.980875;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2858163d-fed3-4b14-ab9f-30ed209dd3c4
nan;2D;2018-11-05 15:30:00+01:00;SV;3,0;2018-12-07 15:23:39.996458;2018-12-07 15:23:42.058957;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c150dcc0-8953-44e5-bf47-c1924f9b3220
nan;2D;2018-11-05 16:30:00+01:00;SV;2,0;2018-12-07 15:23:42.058957;2018-12-07 15:23:44.152704;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b980e9bb-d3a9-4e45-8af1-0222a0aba7ed
nan;2D;2018-11-05 17:30:00+01:00;SV;2,0;2018-12-07 15:23:44.168327;2018-12-07 15:23:46.246468;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8e569f5e-8d7c-414f-a12a-8c7476b4917c
nan;2D;2018-11-05 18:30:00+01:00;SV;2,0;2018-12-07 15:23:46.262080;2018-12-07 15:23:48.324633;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 995f3880-420d-463d-99da-784b150b3ca7
nan;2D;2018-11-05 19:30:00+01:00;SV;2,0;2018-12-07 15:23:48.340203;2018-12-07 15:23:50.418347;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d29063f7-4d65-446d-9c80-be4ad304225c
nan;2D;2018-11-05 20:30:00+01:00;SV;3,0;2018-12-07 15:23:50.418347;2018-12-07 15:23:53.496481;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 698e9263-6af3-4ede-aa9f-1031d1077fda
nan;2D;2018-11-05 21:30:00+01:00;SV;5,0;2018-12-07 15:23:53.512088;2018-12-07 15:23:58.637097;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b3f16e34-4c58-4a9c-808f-82ab458891ff
nan;2D;2018-11-05 22:30:00+01:00;SV;3,0;2018-12-07 15:23:58.668348;2018-12-07 15:24:01.730869;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 13eb6b00-6334-4dec-af75-93930c403b71
nan;2D;2018-11-05 23:30:00+01:00;SV;3,0;2018-12-07 15:24:01.746471;2018-12-07 15:24:04.808983;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2a001731-a014-4863-9684-515ab198ff20
nan;2D;2018-11-06 00:30:00+01:00;SV;2,0;2018-12-07 15:24:04.824598;2018-12-07 15:24:06.887116;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: fa224096-84b9-4ea2-84f4-c400f85ce060
nan;2D;2018-11-06 01:30:00+01:00;SV;4,0;2018-12-07 15:24:06.902726;2018-12-07 15:24:10.996497;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b6fe583c-5935-439e-b8c0-e690e396c6ea
nan;2D;2018-11-06 02:30:00+01:00;SV;4,0;2018-12-07 15:24:10.996497;2018-12-07 15:24:14.168364;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 6bbffde7-a177-405a-a48d-d0ed90349288
nan;2D;2018-11-06 03:30:00+01:00;SV;3,0;2018-12-07 15:24:14.183985;2018-12-07 15:24:17.262112;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b1ab365f-8936-4b25-a624-293fc2a2ad1e
nan;2D;2018-11-06 04:30:00+01:00;SV;3,0;2018-12-07 15:24:17.277760;2018-12-07 15:24:20.371490;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c6ca552e-ea19-4a1f-9698-b3a64f11d1fb
nan;2D;2018-11-06 05:30:00+01:00;SV;3,0;2018-12-07 15:24:20.371490;2018-12-07 15:24:23.434026;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c44dac4a-78d2-4aa9-91e1-d182cb94f2c9
nan;2D;2018-11-06 06:30:00+01:00;SV;2,0;2018-12-07 15:24:23.449619;2018-12-07 15:24:25.512178;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 180d319e-1b86-407a-a330-7c74261bf8a6
nan;2D;2018-11-06 07:30:00+01:00;SV;2,0;2018-12-07 15:24:25.527757;2018-12-07 15:24:27.605888;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9d2b85cb-a3fb-4032-a87c-18da4cb2b2e6
nan;2D;2018-11-06 08:30:00+01:00;SV;2,0;2018-12-07 15:24:27.621498;2018-12-07 15:24:29.684024;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 479357e5-bdf0-4bc5-afd1-3c6d2dba2dc7
nan;2D;2018-11-06 09:30:00+01:00;SV;3,0;2018-12-07 15:24:29.684024;2018-12-07 15:24:32.793385;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 63e5106b-30bc-4155-b578-aeb0d28f6cb9
nan;2D;2018-11-06 10:30:00+01:00;SV;4,0;2018-12-07 15:24:32.793385;2018-12-07 15:24:36.871516;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 86d7b480-1810-4cd9-be05-a1545f816276
nan;2D;2018-11-06 11:30:00+01:00;SV;4,0;2018-12-07 15:24:36.887135;2018-12-07 15:24:40.996525;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: aa41fff2-b324-4fc9-85d1-99b920eb1dd0
nan;2D;2018-11-06 12:30:00+01:00;SV;3,0;2018-12-07 15:24:41.012147;2018-12-07 15:24:44.090333;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2df7d526-c3c8-4f12-8476-ad6ba50a4a16
nan;2D;2018-11-06 13:30:00+01:00;SV;3,0;2018-12-07 15:24:44.105895;2018-12-07 15:24:47.230909;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f4f52010-6566-424a-8820-39e60eeabe69
nan;2D;2018-11-06 14:30:00+01:00;SV;3,0;2018-12-07 15:24:47.246518;2018-12-07 15:24:50.309043;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 464d4394-386a-4668-a8f4-ec9ac3a22925
nan;2D;2018-11-06 15:30:00+01:00;SV;3,0;2018-12-07 15:24:50.324684;2018-12-07 15:24:53.402785;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 60d33c9e-6b22-43fa-b968-6ce703c2c69b
nan;2D;2018-11-06 16:30:00+01:00;SV;5,0;2018-12-07 15:24:53.418399;2018-12-07 15:24:58.590284;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: fe2840f4-2cd6-4b5f-86d1-2815cef09438
nan;2D;2018-11-06 17:30:00+01:00;SV;3,0;2018-12-07 15:24:58.605903;2018-12-07 15:25:01.715291;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7d3dbcc4-2ed5-49a8-b308-5f6be2100fe1
nan;2D;2018-11-06 18:30:00+01:00;SV;2,0;2018-12-07 15:25:01.730913;2018-12-07 15:25:03.809074;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ea5630ce-298e-46d5-b2f8-4cbb056d2c2d
nan;2D;2018-11-06 19:30:00+01:00;SV;2,0;2018-12-07 15:25:03.824685;2018-12-07 15:25:05.949684;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 781a4098-2b96-46ff-9bea-2ca998f04112
nan;2D;2018-11-06 20:30:00+01:00;SV;4,0;2018-12-07 15:25:05.965292;2018-12-07 15:25:09.059056;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2f100dac-37c7-49bb-a96d-5e63c6b6f170
nan;2D;2018-11-06 21:30:00+01:00;SV;5,0;2018-12-07 15:25:09.074664;2018-12-07 15:25:14.152805;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8c11435f-e58b-4b67-858f-51e1a75f6fd8
nan;2D;2018-11-06 22:30:00+01:00;SV;3,0;2018-12-07 15:25:14.152805;2018-12-07 15:25:17.230926;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c2a4cc84-2260-4454-8130-48d86822272e
nan;2D;2018-11-06 23:30:00+01:00;SV;3,0;2018-12-07 15:25:17.246546;2018-12-07 15:25:20.371586;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 96fdf054-ed5d-40ca-83d4-24e234758879
nan;2D;2018-11-07 00:30:00+01:00;SV;2,0;2018-12-07 15:25:20.387188;2018-12-07 15:25:22.449732;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 29ec7703-ff7f-41ca-802b-14f64ffca046
nan;2D;2018-11-07 04:30:00+01:00;SV;3,0;2018-12-07 15:25:28.762221;2018-12-07 15:25:31.824702;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0bc6b132-3e68-42ab-a04e-e73751172a47
nan;2D;2018-11-08 01:30:00+01:00;SV;3,0;2018-12-07 15:26:24.481001;2018-12-07 15:26:27.574755;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 505231fe-dde0-4838-b95f-72b0ea4b4db9
nan;2D;2018-11-08 02:30:00+01:00;SV;3,0;2018-12-07 15:26:27.590370;2018-12-07 15:26:30.652884;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 24a2ce9b-590e-4c89-a8bf-9d85cb154a20
nan;2D;2018-11-08 03:30:00+01:00;SV;3,0;2018-12-07 15:26:30.668519;2018-12-07 15:26:33.746648;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ac12c0de-a6d6-4e2e-9b3c-5e3e03072c28
nan;2D;2018-11-08 04:30:00+01:00;SV;4,0;2018-12-07 15:26:33.746648;2018-12-07 15:26:37.809137;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0a06fc00-9765-4da0-ae25-ee4d8a250461
nan;2D;2018-11-08 05:30:00+01:00;SV;3,0;2018-12-07 15:26:37.824772;2018-12-07 15:26:40.934147;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ffdbd478-9940-4260-ad09-94b5415c3676
nan;2D;2018-11-08 06:30:00+01:00;SV;4,0;2018-12-07 15:26:40.934147;2018-12-07 15:26:44.027928;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: bc33dcf7-7154-44fb-81ce-65a843b9bffa
nan;2D;2018-11-08 07:30:00+01:00;SV;3,0;2018-12-07 15:26:44.043532;2018-12-07 15:26:47.152905;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f7fa320a-b7e2-41bc-a192-5894e3b71955
nan;2D;2018-11-08 08:30:00+01:00;SV;3,0;2018-12-07 15:26:47.168535;2018-12-07 15:26:50.262283;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f8472509-e87f-474d-9cba-9ab66230f517
nan;2D;2018-11-08 09:30:00+01:00;SV;2,0;2018-12-07 15:26:50.262283;2018-12-07 15:26:52.424144;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7a6be2b7-4feb-4608-8a07-45fa4dce09a3
nan;2D;2018-11-08 10:30:00+01:00;SV;4,0;2018-12-07 15:26:52.435133;2018-12-07 15:26:56.512114;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1b8abfef-d4e6-405d-ad5e-9a297be91b17
nan;2D;2018-11-08 11:30:00+01:00;SV;3,0;2018-12-07 15:26:56.527727;2018-12-07 15:26:59.661456;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9c1f12c5-a189-4431-8d35-871f4be264e7
nan;2D;2018-11-08 12:30:00+01:00;SV;3,0;2018-12-07 15:26:59.677092;2018-12-07 15:27:02.743236;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0f95730b-a999-4988-9179-78c9df0d5517
nan;2D;2018-11-08 13:30:00+01:00;SV;4,0;2018-12-07 15:27:02.758849;2018-12-07 15:27:06.837069;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b4434620-fc29-454e-814b-2e198b88cc31
nan;2D;2018-11-08 14:30:00+01:00;SV;2,0;2018-12-07 15:27:06.852629;2018-12-07 15:27:08.930952;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cfc5e182-01b6-4003-a32e-5fd4bd1b5a0c
nan;2D;2018-11-08 15:30:00+01:00;SV;5,0;2018-12-07 15:27:08.946494;2018-12-07 15:27:13.024597;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0c7fe78b-4965-49cc-b058-b54f6775b686
nan;2D;2018-11-08 16:30:00+01:00;SV;2,0;2018-12-07 15:27:13.024597;2018-12-07 15:27:15.087124;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b227b33e-17dd-44ec-827f-5f4bd32a6efb
nan;2D;2018-11-08 17:30:00+01:00;SV;3,0;2018-12-07 15:27:15.102727;2018-12-07 15:27:18.212118;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1898a1e0-75c5-4743-8b23-f21139fbdb2e
nan;2D;2018-11-08 18:30:00+01:00;SV;3,0;2018-12-07 15:27:18.227737;2018-12-07 15:27:21.337122;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a95ce9dc-9ec8-44d1-85fb-60d8d4aa9814
nan;2D;2018-11-08 19:30:00+01:00;SV;3,0;2018-12-07 15:27:21.337122;2018-12-07 15:27:24.415246;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 371bc8e4-e719-4f54-ac2e-07152a68c54b
nan;2D;2018-11-08 20:30:00+01:00;SV;3,0;2018-12-07 15:27:24.430862;2018-12-07 15:27:27.493408;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 6e727aac-4657-46b9-a21c-33f70e971a19
nan;2D;2018-11-08 21:30:00+01:00;SV;3,0;2018-12-07 15:27:27.509010;2018-12-07 15:27:30.587133;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 93fb5b80-6f29-47fc-b378-145a42de96d2
nan;2D;2018-11-08 22:30:00+01:00;SV;4,0;2018-12-07 15:27:30.602743;2018-12-07 15:27:34.712178;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8eee0cf4-bb79-4fab-81c7-7c85660f0da0
nan;2D;2018-11-08 23:30:00+01:00;SV;3,0;2018-12-07 15:27:34.727759;2018-12-07 15:27:37.790270;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 222766a0-426d-4eec-800d-27348501061e
nan;2D;2018-11-09 00:30:00+01:00;SV;2,0;2018-12-07 15:27:37.805879;2018-12-07 15:27:39.868379;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d81e3d70-7ba2-4b8a-a45c-c43a618bdd25
nan;2D;2018-11-09 01:30:00+01:00;SV;2,0;2018-12-07 15:27:39.868379;2018-12-07 15:27:41.946533;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c1a721a9-412d-4224-a345-56f238d4d52e
nan;2D;2018-11-09 02:30:00+01:00;SV;3,0;2018-12-07 15:27:41.946533;2018-12-07 15:27:44.087152;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 029475d5-c9aa-43f4-ab47-a5079ccb5e54
nan;2D;2018-11-09 03:30:00+01:00;SV;2,0;2018-12-07 15:27:44.087152;2018-12-07 15:27:46.180912;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2fa9edc4-c411-42b6-96b5-8db402347bb9
nan;2D;2018-11-09 04:30:00+01:00;SV;2,0;2018-12-07 15:27:46.196529;2018-12-07 15:27:48.321536;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 532f068d-b152-408e-836f-4a51945e71d8
nan;2D;2018-11-09 05:30:00+01:00;SV;2,0;2018-12-07 15:27:48.321536;2018-12-07 15:27:50.477786;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0c5d31df-2139-4955-8a5e-b7c099601be4
nan;2D;2018-11-09 06:30:00+01:00;SV;3,0;2018-12-07 15:27:50.493389;2018-12-07 15:27:53.555935;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: bd15b002-4581-42d1-aeb2-7e9fddd6de3b
nan;2D;2018-11-09 07:30:00+01:00;SV;3,0;2018-12-07 15:27:53.571514;2018-12-07 15:27:56.805904;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5559f8f9-be03-462b-8c63-cdaac606cbfd
nan;2D;2018-11-09 08:30:00+01:00;SV;3,0;2018-12-07 15:27:56.821521;2018-12-07 15:27:59.915314;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ea2417bc-2678-4976-8f75-c03504807000
nan;2D;2018-11-09 09:30:00+01:00;SV;4,0;2018-12-07 15:27:59.930922;2018-12-07 15:28:03.040288;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7eba3511-fe03-4f64-948f-7edada2c60bb
nan;2D;2018-11-09 10:30:00+01:00;SV;3,0;2018-12-07 15:28:03.071566;2018-12-07 15:28:06.134057;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e3729dc9-507b-4df4-a5df-f011a2a161fd
nan;2D;2018-11-09 11:30:00+01:00;SV;2,0;2018-12-07 15:28:06.149665;2018-12-07 15:28:08.274714;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1e453d47-8045-482f-a6f0-ac8a7dce6ca7
nan;2D;2018-11-09 12:30:00+01:00;SV;3,0;2018-12-07 15:28:08.290315;2018-12-07 15:28:11.509097;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3d43d9f6-4a9b-404c-a1fb-bc4091a6afc6
nan;2D;2018-11-09 13:30:00+01:00;SV;2,0;2018-12-07 15:28:11.524713;2018-12-07 15:28:13.587232;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8ebc1e22-e014-4d85-863d-9fc65baa6774
nan;2D;2018-11-09 14:30:00+01:00;SV;3,0;2018-12-07 15:28:13.587232;2018-12-07 15:28:16.665377;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e877ffda-c87d-489c-83b1-9ecd9acce191
nan;2D;2018-11-09 15:30:00+01:00;SV;3,0;2018-12-07 15:28:16.665377;2018-12-07 15:28:19.743484;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f0ff3d8e-d11e-40a9-80d6-da995bbf2dc4
nan;2D;2018-11-09 16:30:00+01:00;SV;4,0;2018-12-07 15:28:19.743484;2018-12-07 15:28:23.821602;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 41499db7-538e-4cc1-bff3-5586e54b3146
nan;2D;2018-11-09 17:30:00+01:00;SV;3,0;2018-12-07 15:28:23.821602;2018-12-07 15:28:26.899739;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9a80b14f-f954-4f0f-a4d6-2141cddb1430
nan;2D;2018-11-09 18:30:00+01:00;SV;3,0;2018-12-07 15:28:26.915356;2018-12-07 15:28:29.977898;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7fe5c2d0-892e-4f06-8437-b6c7d2b32669
nan;2D;2018-11-09 19:30:00+01:00;SV;5,0;2018-12-07 15:28:29.977898;2018-12-07 15:28:34.087254;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 88e42121-da75-49b0-b9b1-a595e60ac411
nan;2D;2018-11-09 20:30:00+01:00;SV;4,0;2018-12-07 15:28:34.102863;2018-12-07 15:28:38.212248;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b8e7ef94-115d-4cfb-bd5c-7a1cf03c7833
nan;2D;2018-11-09 21:30:00+01:00;SV;4,0;2018-12-07 15:28:38.227867;2018-12-07 15:28:42.290387;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: acc32d89-2846-4b9f-88cd-7a36b1d7bffe
nan;2D;2018-11-09 22:30:00+01:00;SV;4,0;2018-12-07 15:28:42.305995;2018-12-07 15:28:46.368516;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d7f03806-0d9d-4834-bd15-a9d97afe502e
nan;2D;2018-11-09 23:30:00+01:00;SV;5,0;2018-12-07 15:28:46.384139;2018-12-07 15:28:51.477878;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 326c4e86-af09-4c4e-8a60-0622eb82fdf8
nan;2D;2018-11-10 00:30:00+01:00;SV;4,0;2018-12-07 15:28:51.477878;2018-12-07 15:28:55.649773;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: eb1cee88-4342-4cc0-a3bf-7549ffbfba13
