query_id;time_horizon;sceanrio_time;profile;query_duration;query_start;query_end;query_status
nan;1D;2018-11-04 07:30:00+01:00;SV;4,0;2018-12-07 15:56:56.659644;2018-12-07 15:57:00.737788;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 08dbc9bd-e558-4cab-af65-b140f357e57c
nan;1D;2018-11-04 08:30:00+01:00;SV;3,0;2018-12-07 15:57:00.769060;2018-12-07 15:57:03.847129;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1008b288-fad9-49f2-9a77-b9c87945b552
nan;1D;2018-11-04 09:30:00+01:00;SV;2,0;2018-12-07 15:57:03.862739;2018-12-07 15:57:05.972126;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 410c71cf-2a72-466a-9d7e-2019e36338e1
nan;1D;2018-11-04 10:30:00+01:00;SV;2,0;2018-12-07 15:57:06.018988;2018-12-07 15:57:08.113301;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 4a23fa6a-c547-4b4a-9589-b5eee202b95b
nan;1D;2018-11-04 11:30:00+01:00;SV;2,0;2018-12-07 15:57:08.143968;2018-12-07 15:57:10.237687;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8eb90bf7-a6f2-46a1-a3ff-a57c0935370f
nan;1D;2018-11-04 12:30:00+01:00;SV;2,0;2018-12-07 15:57:10.253342;2018-12-07 15:57:12.347074;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 57d474ce-2105-4b04-a740-4c7903ea51b3
nan;1D;2018-11-04 13:30:00+01:00;SV;2,0;2018-12-07 15:57:12.362691;2018-12-07 15:57:14.487872;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cfff667f-0d3e-489f-a5b5-f5fd66cc0837
nan;1D;2018-11-04 14:30:00+01:00;SV;3,0;2018-12-07 15:57:14.518919;2018-12-07 15:57:17.612662;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b52d2921-c06b-455d-a265-574d98b46115
nan;1D;2018-11-04 15:30:00+01:00;SV;2,0;2018-12-07 15:57:17.643928;2018-12-07 15:57:19.706412;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 0e84efe8-5e08-4153-89c4-a8b9b0e06733
nan;1D;2018-11-04 16:30:00+01:00;SV;3,0;2018-12-07 15:57:19.722020;2018-12-07 15:57:22.800175;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 4bde2fcf-1023-434a-b7f1-2aeb8f91311c
nan;1D;2018-11-04 17:30:00+01:00;SV;2,0;2018-12-07 15:57:22.831436;2018-12-07 15:57:24.893889;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e5f9a4a2-56bc-41b0-9e8d-3b9024f6e63c
nan;1D;2018-11-04 18:30:00+01:00;SV;3,0;2018-12-07 15:57:24.925140;2018-12-07 15:57:27.003246;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 38414e17-824b-4b6c-8cd3-4bf8e52503b1
nan;1D;2018-11-04 19:30:00+01:00;SV;2,0;2018-12-07 15:57:27.034490;2018-12-07 15:57:29.097015;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c2089d61-8b52-4e77-8e39-fc67692f08a5
nan;1D;2018-11-04 20:30:00+01:00;SV;2,0;2018-12-07 15:57:29.128270;2018-12-07 15:57:31.206356;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 424c58ab-e1cb-4a64-86e2-d66bc92537f2
nan;1D;2018-11-04 21:30:00+01:00;SV;3,0;2018-12-07 15:57:31.221991;2018-12-07 15:57:34.393849;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2bf21cdc-0fca-4ba1-ae62-878466c5ce77
nan;1D;2018-11-04 22:30:00+01:00;SV;3,0;2018-12-07 15:57:34.425105;2018-12-07 15:57:37.628192;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d42de1c4-966b-4d6d-bcdf-4a422bc25ea8
nan;1D;2018-11-04 23:30:00+01:00;SV;2,0;2018-12-07 15:57:37.643829;2018-12-07 15:57:39.768839;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ea1b0309-fd02-47a6-8c61-80819e55b3aa
nan;1D;2018-11-05 00:30:00+01:00;SV;3,0;2018-12-07 15:57:39.800061;2018-12-07 15:57:42.862556;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1c86eb41-fe88-4c35-9778-dc9c8677b80d
nan;1D;2018-11-05 01:30:00+01:00;SV;2,0;2018-12-07 15:57:42.893796;2018-12-07 15:57:44.987545;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 40e0e1b7-8bbd-423a-951e-5d1169b225fa
nan;1D;2018-11-05 02:30:00+01:00;SV;3,0;2018-12-07 15:57:45.018809;2018-12-07 15:57:48.096909;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 608ad860-70fc-409f-a0f7-f36ff1f32b6c
nan;1D;2018-11-05 03:30:00+01:00;SV;3,0;2018-12-07 15:57:48.128149;2018-12-07 15:57:51.190678;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 32300cd8-e33e-4269-9ddd-6202b77b7ff7
nan;1D;2018-11-05 04:30:00+01:00;SV;4,0;2018-12-07 15:57:51.221908;2018-12-07 15:57:55.284372;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 837d545f-eda6-4399-8755-22c0dc2aa191
nan;1D;2018-11-05 05:30:00+01:00;SV;3,0;2018-12-07 15:57:55.300003;2018-12-07 15:57:58.362510;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9d7c302f-ead2-42c3-9c55-fc6da80a1957
nan;1D;2018-11-05 06:30:00+01:00;SV;3,0;2018-12-07 15:57:58.393728;2018-12-07 15:58:01.456229;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: af9f1078-093f-48a7-8b77-edd5831039c7
nan;1D;2018-11-05 07:30:00+01:00;SV;2,0;2018-12-07 15:58:01.487464;2018-12-07 15:58:03.549959;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 94ee8eba-1e04-4f73-883f-564de82dc6f1
nan;1D;2018-11-05 08:30:00+01:00;SV;3,0;2018-12-07 15:58:03.565580;2018-12-07 15:58:06.643699;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: eda5a930-7974-41b8-a0d8-8939edc82936
nan;1D;2018-11-05 09:30:00+01:00;SV;3,0;2018-12-07 15:58:06.674961;2018-12-07 15:58:09.737460;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 217cefce-9ac4-47e3-b85e-8ac1d32eb4df
nan;1D;2018-11-05 10:30:00+01:00;SV;4,0;2018-12-07 15:58:09.768669;2018-12-07 15:58:13.846775;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7a6d3f64-ace4-4ff2-9903-cba123469f28
nan;1D;2018-11-05 11:30:00+01:00;SV;3,0;2018-12-07 15:58:13.862402;2018-12-07 15:58:16.987430;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5bfff6ee-df07-4187-9f34-69608e8a7789
nan;1D;2018-11-05 12:30:00+01:00;SV;3,0;2018-12-07 15:58:17.018661;2018-12-07 15:58:20.096756;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 6d92c84b-ce71-4722-8f4c-31f0873eda51
nan;1D;2018-11-05 13:30:00+01:00;SV;3,0;2018-12-07 15:58:20.128019;2018-12-07 15:58:23.221753;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 022ed345-3c55-4955-9d0c-4f8285bdcf29
nan;1D;2018-11-05 14:30:00+01:00;SV;3,0;2018-12-07 15:58:23.237370;2018-12-07 15:58:26.315498;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 226d788a-92fd-4b1b-a32e-e5738df46f64
nan;1D;2018-11-05 15:30:00+01:00;SV;2,0;2018-12-07 15:58:26.331104;2018-12-07 15:58:28.424860;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2407e501-a974-46e5-875e-1ecf7dfd6ea9
nan;1D;2018-11-05 16:30:00+01:00;SV;2,0;2018-12-07 15:58:28.440473;2018-12-07 15:58:30.502985;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: dc4bd58f-ce90-4780-ab00-6ffe106cda37
nan;1D;2018-11-05 17:30:00+01:00;SV;3,0;2018-12-07 15:58:30.534244;2018-12-07 15:58:33.612315;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e82eb64f-15f3-4a2b-b59b-e64984ff8101
nan;1D;2018-11-05 18:30:00+01:00;SV;5,0;2018-12-07 15:58:33.627960;2018-12-07 15:58:38.706081;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2fd7dbf4-5bd6-44e5-ab57-dc53f39fdd8e
nan;1D;2018-11-05 19:30:00+01:00;SV;3,0;2018-12-07 15:58:38.737315;2018-12-07 15:58:41.815418;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: cc19cab5-f9ed-4cdf-8c2b-dfd65c3d7fe1
nan;1D;2018-11-05 20:30:00+01:00;SV;4,0;2018-12-07 15:58:41.846662;2018-12-07 15:58:45.002894;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ed3da22a-4268-4155-b735-8e71cefdd98e
nan;1D;2018-11-05 21:30:00+01:00;SV;4,0;2018-12-07 15:58:45.018516;2018-12-07 15:58:49.096623;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: bc2892b3-8efb-4da0-be8d-313a5eb1b57f
nan;1D;2018-11-05 22:30:00+01:00;SV;4,0;2018-12-07 15:58:49.112310;2018-12-07 15:58:53.190367;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 28988ba6-037b-494a-bcdc-43acca893459
nan;1D;2018-11-05 23:30:00+01:00;SV;7,0;2018-12-07 15:58:53.205996;2018-12-07 15:59:00.315337;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f44d0979-3d35-4932-ac74-ad3f4f616e6c
nan;1D;2018-11-06 00:30:00+01:00;SV;2,0;2018-12-07 15:59:00.346576;2018-12-07 15:59:02.409086;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b30984f5-680f-4493-b82a-97a6dae502bf
nan;1D;2018-11-06 01:30:00+01:00;SV;2,0;2018-12-07 15:59:02.424716;2018-12-07 15:59:04.502833;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8c4fc71e-5fbd-4623-b55b-331b5cb13358
nan;1D;2018-11-06 02:30:00+01:00;SV;3,0;2018-12-07 15:59:04.534056;2018-12-07 15:59:07.612203;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d9d6306b-dbd7-46a0-b8d7-4abbb89befde
nan;1D;2018-11-06 03:30:00+01:00;SV;3,0;2018-12-07 15:59:07.643463;2018-12-07 15:59:10.737142;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b536d693-c402-492a-a6ea-72be17a74cb7
nan;1D;2018-11-06 04:30:00+01:00;SV;2,0;2018-12-07 15:59:10.752769;2018-12-07 15:59:12.862140;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5ff7dfad-698b-47c9-873c-66c57e26847a
nan;1D;2018-11-06 05:30:00+01:00;SV;2,0;2018-12-07 15:59:12.877757;2018-12-07 15:59:14.940296;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f4d2736c-32d9-42ea-bd93-adb1183579f8
nan;1D;2018-11-06 06:30:00+01:00;SV;4,0;2018-12-07 15:59:14.955874;2018-12-07 15:59:18.018377;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3830c57f-d1de-4d39-a672-cdab5ca31753
nan;1D;2018-11-06 07:30:00+01:00;SV;2,0;2018-12-07 15:59:18.049609;2018-12-07 15:59:20.127732;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b62889de-2a30-49fe-b2f8-57626ae50222
nan;1D;2018-11-06 08:30:00+01:00;SV;2,0;2018-12-07 15:59:20.158996;2018-12-07 15:59:22.237094;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 562f7445-902b-4295-9fc7-f82835dc8393
nan;1D;2018-11-06 09:30:00+01:00;SV;2,0;2018-12-07 15:59:22.268359;2018-12-07 15:59:24.377709;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ef0ed206-f22d-49d0-b8e9-e6cda51fa925
nan;1D;2018-11-06 10:30:00+01:00;SV;2,0;2018-12-07 15:59:24.408988;2018-12-07 15:59:26.502710;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 63e07a94-36e0-417b-8721-71493354d7c1
nan;1D;2018-11-06 11:30:00+01:00;SV;2,0;2018-12-07 15:59:26.533958;2018-12-07 15:59:28.612119;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 4fbb0f3d-92ae-4668-89a1-9a67126d7f1d
nan;1D;2018-11-06 12:30:00+01:00;SV;3,0;2018-12-07 15:59:28.643375;2018-12-07 15:59:31.721439;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: dd62e74d-0178-4efd-8f85-027f23caf1ed
nan;1D;2018-11-06 13:30:00+01:00;SV;2,0;2018-12-07 15:59:31.752674;2018-12-07 15:59:33.846421;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 354136a2-d307-4ef2-9a76-719ceb08339c
nan;1D;2018-11-06 14:30:00+01:00;SV;3,0;2018-12-07 15:59:33.862057;2018-12-07 15:59:36.924536;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: dfc3d021-b02d-41d3-b288-891bd8038815
nan;1D;2018-11-06 15:30:00+01:00;SV;4,0;2018-12-07 15:59:36.955775;2018-12-07 15:59:40.033886;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: dacf7063-a43c-4822-92f0-e1d517133ff0
nan;1D;2018-11-06 16:30:00+01:00;SV;2,0;2018-12-07 15:59:40.049535;2018-12-07 15:59:42.127644;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c01a448d-ef72-4783-b3db-1ec77e81a887
nan;1D;2018-11-06 17:30:00+01:00;SV;2,0;2018-12-07 15:59:42.158898;2018-12-07 15:59:44.268327;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: add3ddb0-4932-497d-b6ea-66ffbb1a4760
nan;1D;2018-11-06 18:30:00+01:00;SV;2,0;2018-12-07 15:59:44.299520;2018-12-07 15:59:46.362001;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5534aba9-a4b4-47a7-8161-cfd3ca3c56d5
nan;1D;2018-11-06 19:30:00+01:00;SV;2,0;2018-12-07 15:59:46.377613;2018-12-07 15:59:48.440110;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 69fb7310-5595-4d82-a6d3-a2a5483d9dcc
nan;1D;2018-11-06 20:30:00+01:00;SV;2,0;2018-12-07 15:59:48.486985;2018-12-07 15:59:50.549472;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9dfcf39e-3930-435a-9be9-3669cb0993d9
nan;1D;2018-11-06 21:30:00+01:00;SV;2,0;2018-12-07 15:59:50.565102;2018-12-07 15:59:52.627615;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: aa4009f2-59fe-47b6-8a22-5dc686b097f7
nan;1D;2018-11-06 22:30:00+01:00;SV;3,0;2018-12-07 15:59:52.658851;2018-12-07 15:59:55.752626;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: b99e02cd-a609-4fb4-a26e-768e3c9db821
nan;1D;2018-11-06 23:30:00+01:00;SV;4,0;2018-12-07 15:59:55.783821;2018-12-07 15:59:59.861928;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 3507cbff-92ff-4968-a9ba-b3669dc44b1f
nan;1D;2018-11-07 00:30:00+01:00;SV;3,0;2018-12-07 15:59:59.877550;2018-12-07 16:00:02.940071;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 26510e87-1bb0-4d46-8627-d1e84e2530cc
nan;1D;2018-11-07 01:30:00+01:00;SV;4,0;2018-12-07 16:00:02.971301;2018-12-07 16:00:06.049408;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 5e73fb38-7e9d-4c08-9174-8d177650abae
nan;1D;2018-11-07 02:30:00+01:00;SV;2,0;2018-12-07 16:00:06.080672;2018-12-07 16:00:08.221315;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: f39ff7db-06b2-4118-ad61-6b1bdf392e49
nan;1D;2018-11-07 03:30:00+01:00;SV;4,0;2018-12-07 16:00:08.252562;2018-12-07 16:00:12.330631;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8a5bb062-91c5-4bcb-931a-3edc9bd90a2b
nan;1D;2018-11-07 04:30:00+01:00;SV;3,0;2018-12-07 16:00:12.361868;2018-12-07 16:00:15.486889;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 97f7cceb-da0a-4117-b27a-e3157ace4891
nan;1D;2018-11-07 05:30:00+01:00;SV;2,0;2018-12-07 16:00:15.502535;2018-12-07 16:00:17.596277;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: aa548c83-87bc-47a0-a02e-4363b54b26d3
nan;1D;2018-11-07 06:30:00+01:00;SV;3,0;2018-12-07 16:00:17.611856;2018-12-07 16:00:20.689969;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ae8ccd8c-3c99-4a2e-8ccc-a8a826156842
nan;1D;2018-11-07 07:30:00+01:00;SV;3,0;2018-12-07 16:00:20.705603;2018-12-07 16:00:23.814959;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 07d90dfe-ad65-4d4b-819c-2c8ee0e3cd9a
nan;1D;2018-11-07 08:30:00+01:00;SV;3,0;2018-12-07 16:00:23.830565;2018-12-07 16:00:26.018103;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 8f5c9d44-f90f-47f0-b85b-43d8fade939c
nan;1D;2018-11-07 09:30:00+01:00;SV;3,0;2018-12-07 16:00:26.049330;2018-12-07 16:00:29.127438;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 9e1a4fe7-14bf-4087-b81d-516213ed1262
nan;1D;2018-11-07 10:30:00+01:00;SV;2,0;2018-12-07 16:00:29.143046;2018-12-07 16:00:31.252407;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a6e7b91a-b4e8-432c-b5a5-61d8d865670f
nan;1D;2018-11-07 11:30:00+01:00;SV;2,0;2018-12-07 16:00:31.268034;2018-12-07 16:00:33.455531;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 899e3ba9-1c2c-481a-aeca-4c8b44ec3087
nan;1D;2018-11-07 12:30:00+01:00;SV;4,0;2018-12-07 16:00:33.486775;2018-12-07 16:00:37.564878;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7d4208d0-1f88-46de-a870-03f386f93c73
nan;1D;2018-11-07 13:30:00+01:00;SV;2,0;2018-12-07 16:00:37.596131;2018-12-07 16:00:39.658632;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c62d5e77-0850-46f7-ae00-11958b21109c
nan;1D;2018-11-07 14:30:00+01:00;SV;4,0;2018-12-07 16:00:39.689873;2018-12-07 16:00:43.752366;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: fd303178-b305-4be9-8b72-16185be93c24
nan;1D;2018-11-07 15:30:00+01:00;SV;4,0;2018-12-07 16:00:43.783609;2018-12-07 16:00:47.939850;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: c298ce2e-cb19-425b-8640-798a40621bb3
nan;1D;2018-11-07 16:30:00+01:00;SV;7,0;2018-12-07 16:00:47.955466;2018-12-07 16:00:54.064825;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a9f53a16-cfb2-40df-9e09-5616dacbb5cb
nan;1D;2018-11-07 17:30:00+01:00;SV;15,0;2018-12-07 16:00:54.080435;2018-12-07 16:01:09.158522;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: d888fa72-4c85-4d9a-8fbc-e20a03df5b4e
nan;1D;2018-11-07 18:30:00+01:00;SV;29,0;2018-12-07 16:01:09.174124;2018-12-07 16:01:38.252126;Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 15d86a06-8e13-45da-b3a3-bc41714f8357
nan;1D;2018-11-07 19:30:00+01:00;SV;45,0;2018-12-07 16:01:38.283379;2018-12-07 16:02:23.361298;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 58d1d402-4b0d-48c1-87b2-b7555051ca1d
nan;1D;2018-11-07 20:30:00+01:00;SV;74,0;2018-12-07 16:02:23.376904;2018-12-07 16:03:37.501588;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: aea235f4-9043-4c84-aa09-db0e76858b4e
nan;1D;2018-11-07 21:30:00+01:00;SV;100,0;2018-12-07 16:03:37.532834;2018-12-07 16:05:17.704911;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 586d6a66-360d-4b5a-8073-c9bb57f86ccb
nan;1D;2018-11-07 22:30:00+01:00;SV;120,0;2018-12-07 16:05:17.720533;2018-12-07 16:07:17.892690;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: ef415818-d69d-4551-938e-b433fbd4c167
nan;1D;2018-11-07 23:30:00+01:00;SV;121,0;2018-12-07 16:07:17.923940;2018-12-07 16:09:18.049752;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: d4685256-ef84-4d19-826d-7a521eaf5e8c
nan;1D;2018-11-08 00:30:00+01:00;SV;120,0;2018-12-07 16:09:18.081026;2018-12-07 16:11:18.252504;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: c9b258d8-04aa-434d-aacc-ec88e63fe946
nan;1D;2018-11-08 01:30:00+01:00;SV;120,0;2018-12-07 16:11:18.283655;2018-12-07 16:13:18.392454;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 54337af9-b29f-4784-95a8-c0db750e86ce
nan;1D;2018-11-08 02:30:00+01:00;SV;120,0;2018-12-07 16:13:18.408074;2018-12-07 16:15:18.563807;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: c90270ee-03ed-49e9-a837-bf9e35788719
nan;1D;2018-11-08 03:30:00+01:00;SV;120,0;2018-12-07 16:15:18.595079;2018-12-07 16:17:18.719500;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: d47528a3-2f98-4d06-94fc-aee19e48ea34
nan;1D;2018-11-08 04:30:00+01:00;SV;120,0;2018-12-07 16:17:18.750767;2018-12-07 16:19:18.875600;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 0974a7fb-cc99-4169-86da-a3fa1b7bde71
nan;1D;2018-11-08 05:30:00+01:00;SV;121,0;2018-12-07 16:19:18.891238;2018-12-07 16:21:19.047746;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 83d26e33-5ebd-4674-9afd-433d6a94c1af
nan;1D;2018-11-08 06:30:00+01:00;SV;120,0;2018-12-07 16:21:19.078970;2018-12-07 16:23:19.250989;Timeout error: No response for too long > 120 seconds Please contact your administrator and communicate him the following reference: 81f77ce4-a8af-446e-8985-627804567e0c
nan;1D;2018-11-08 07:30:00+01:00;SV;53,0;2018-12-07 16:23:19.282224;2018-12-07 16:24:12.376047;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1e314378-d94b-4d34-a427-3620f0f47f82
nan;1D;2018-11-08 08:30:00+01:00;SV;14,0;2018-12-07 16:24:12.391686;2018-12-07 16:24:26.454207;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: a66a28e2-baf3-4971-80fa-2780cbe75a8b
nan;1D;2018-11-08 09:30:00+01:00;SV;8,0;2018-12-07 16:24:26.501087;2018-12-07 16:24:34.563606;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 2fa3dcec-c85a-437a-ab32-21f9befa414f
nan;1D;2018-11-08 10:30:00+01:00;SV;4,0;2018-12-07 16:24:34.594834;2018-12-07 16:24:38.688613;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 1c730dc3-d5e1-48a4-b538-8d91821e840d
nan;1D;2018-11-08 11:30:00+01:00;SV;2,0;2018-12-07 16:24:38.704218;2018-12-07 16:24:40.766747;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: ba951747-6e24-48de-af20-65260d873614
nan;1D;2018-11-08 12:30:00+01:00;SV;4,0;2018-12-07 16:24:40.797993;2018-12-07 16:24:44.860480;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: e61d3d87-0b26-4e04-9c0d-b810e945cbde
nan;1D;2018-11-08 13:30:00+01:00;SV;2,0;2018-12-07 16:24:44.907381;2018-12-07 16:24:46.985497;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 7ea163b6-6f0d-4311-9ca7-7bf300ea157f
nan;1D;2018-11-08 14:30:00+01:00;SV;2,0;2018-12-07 16:24:47.016734;2018-12-07 16:24:49.094864;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: de1fdcb8-9d04-4ed1-a2ec-97c8782d3985
nan;1D;2018-11-08 15:30:00+01:00;SV;3,0;2018-12-07 16:24:49.110501;2018-12-07 16:24:52.173042;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 079f5bb1-3fbc-4853-88b3-5e84d179b5b5
nan;1D;2018-11-08 16:30:00+01:00;SV;3,0;2018-12-07 16:24:52.204257;2018-12-07 16:24:55.266753;java.lang.RuntimeException: Exception occurred when handling Query operation Please contact your administrator and communicate him the following reference: 4bc3f212-9363-4aa1-b12b-f1edac472b84
